,indice,page_number,line_number,text,text_type,speaker,time_added
576,1456,61,21,Thank you.,side_chat,MR. HOOVER,start_question
577,1458,61,23,All set to --,q,MR. HOOVER,start_answer
578,1459,61,24,All set.,a,THE WITNESS,start_question
579,1461,62,1,"All right.  I just want to make sure -- to clarify things.  When your father was up at Fort Devens, he was employed by Fort Devens; is that correct?",q,MR. HOOVER,start_answer
580,1465,62,5,That's correct.,a,THE WITNESS,start_question
581,1466,62,6,"And I think I remember on day one that he started working at Fort Devens in the 1940s, correct?",q,MR. HOOVER,start_answer
582,1468,62,8,Correct.,a,THE WITNESS,start_question
583,1469,62,9,"And that was when he started and worked up at Fort Devens as a refrigeration engineer, correct?",q,MR. HOOVER,start_answer
584,1471,62,11,Correct.,a,THE WITNESS,start_question
585,1472,62,12,"So he was a government employee essentially, correct?",q,MR. HOOVER,start_answer
586,1474,62,14,Correct.,a,THE WITNESS,start_question
587,1475,62,15,"And to get onto the base to work up at Fort Devens, he needed special permission, a pass to get in there?",q,MR. HOOVER,start_answer
588,1478,62,18,They had a pass.  A sticker on the front of the vehicle.,a,THE WITNESS,start_question
589,1480,62,20,"Okay.  And so when he worked at doing the maintenance and the repairs of the NCO Club and the other areas of Fort Devens, he was doing that as a government employee, correct?",q,MR. HOOVER,start_answer
590,1484,62,24,I do not know.,a,THE WITNESS,start_question
591,1486,63,1,"Okay.  So I guess what I'm trying -- what I'm a bit confused at, when you would go up and help your father, for example, you were able to go up and onto the -- and into the Fort Devens?",q,MR. HOOVER,start_answer
592,1490,63,5,Yes.,a,THE WITNESS,start_question
593,1491,63,6,Did you need any sort of special permission or any special permit to get onto the base?,q,MR. HOOVER,start_answer
594,1494,63,9,No.,a,THE WITNESS,start_question
595,1495,63,10,"Okay.  And when you would go up there, was this essentially kind of on weekends or in the evenings?",q,MR. HOOVER,start_answer
596,1498,63,13,Yes.,a,THE WITNESS,start_question
597,1499,63,14,"When your father went to go do this work on the weekends or the evenings, was he doing it as a Fort Devens government employee, or was he doing it as a -- Groton Refrigeration as part of his separate business?",q,MR. HOOVER,start_chat
598,1504,63,19,"Objection.  Asked and answered.  If you know, Mr. Morton.  We don't want you to guess.",side_chat,MR. BECERRA,start_answer
599,1507,63,22,I don't know.,a,THE WITNESS,start_question
600,1508,63,23,"Okay.  When you were present, you were actually doing some of this work; is that correct?",q,MR. HOOVER,start_answer
601,1511,64,1,Correct.,a,THE WITNESS,start_chat
602,1512,64,2,Objection.  Asked and answered.,side_chat,MR. BECERRA,start_question
603,1515,64,5,Were there any other employees that your father had that also did this work?,q,MR. HOOVER,start_answer
604,1517,64,7,Yes.,a,THE WITNESS,start_question
605,1518,64,8,How many other employees did he have that was also doing this work that you were assisting him on?,q,MR. HOOVER,start_answer
606,1521,64,11,Two.,a,THE WITNESS,start_question
607,1522,64,12,And who were those two individuals?,q,MR. HOOVER,start_answer
608,1523,64,13,Bill Hanson.,a,THE WITNESS,start_question
609,1524,64,14,Uh-huh.,q,MR. HOOVER,start_answer
610,1525,64,15,And Yuno Nugel (phonetic).  Don't ask me how to spell it.,a,THE WITNESS,start_question
611,1527,64,17,I'm not going to.  Do you know if Mr. Hanson is still alive?,q,MR. HOOVER,start_answer
612,1529,64,19,No.,a,THE WITNESS,start_question
613,1530,64,20,Do you know if Mr. Nugel is still alive?,q,MR. HOOVER,start_answer
614,1531,64,21,They're not.,a,THE WITNESS,start_question
615,1532,64,22,They're not.  And were these full-time employees of Groton Engineering -- Groton Refrigeration?,q,MR. HOOVER,start_answer
616,1536,65,1,No.,a,THE WITNESS,start_question
617,1537,65,2,Who were they employed by?,q,MR. HOOVER,start_answer
618,1538,65,3,"Basically, they worked with my father for the government on Fort Devens.",a,THE WITNESS,start_question
619,1540,65,5,"Okay.  And so on the side, they might also help your father out, correct?",q,MR. HOOVER,start_answer
620,1542,65,7,Correct.,a,THE WITNESS,start_question
621,1543,65,8,"All right.  When your father did this work on the evenings and the weekends where you assisted him, did he have some sort of contract or agreement with Fort Devens to do this kind of work?",q,MR. HOOVER,start_answer
622,1547,65,12,I do not know.,a,THE WITNESS,start_question
623,1548,65,13,"With respect to any of the replacement parts that you had to get when you were conducting repairs on any of these particular pieces of equipment, did the government supply them, or did your father get them from somewhere else?",q,MR. HOOVER,start_answer
624,1553,65,18,Groton Refrigeration.,a,THE WITNESS,start_question
625,1554,65,19,Okay.  He would get them from Groton Refrigeration?,q,MR. HOOVER,start_answer
626,1556,65,21,Yes.,a,THE WITNESS,start_question
627,1557,65,22,And did Groton Refrigeration operate out of the family home?,q,MR. HOOVER,start_answer
628,1559,65,24,Yes.,a,THE WITNESS,start_question
629,1561,66,1,Were there ever any sort of military personnel that kind of oversaw or supervised any of the work that you and your father performed on the weekends?,q,MR. HOOVER,start_answer
630,1565,66,5,No.,a,THE WITNESS,start_question
631,1566,66,6,"You mentioned sometimes that you might take a particular unit back to the, quote, ""shop"" to perform some repairs on, and then you might then put it back into circulation.  Do you remember talking about that earlier?",q,MR. HOOVER,start_answer
632,1571,66,11,Yes.,a,THE WITNESS,start_question
633,1572,66,12,"What types of repairs are you -- and by ""shop,"" you mean back there at the family home?",q,MR. HOOVER,start_answer
634,1574,66,14,Yes.,a,THE WITNESS,start_question
635,1575,66,15,Okay.  What types of repairs are you performing on these units that you bring back to the family home?,q,MR. HOOVER,start_answer
636,1578,66,18,Usually two depending on what we determined was wrong with the unit or the compressor.,a,THE WITNESS,start_question
637,1580,66,20,Okay.  And what are those two types of repairs?,q,MR. HOOVER,start_answer
638,1582,66,22,The front seal and the valve plate on the compressors.,a,THE WITNESS,start_question
639,1584,66,24,"With respect to the front seal, what types of repairs were performed on the front seal?",q,MR. HOOVER,start_answer
640,1587,67,2,"Removing the front pulley, removing the old seal, cleaning the shaft, and also cleaning the area that the seal casing fit into.",a,THE WITNESS,start_question
641,1590,67,5,Okay.,q,MR. HOOVER,start_answer
642,1591,67,6,"Replacing it with a new seal, which was one unit, and the seal was usually, as far as I know, was some type of rubber gasket that formed around the shaft.",a,THE WITNESS,start_question
643,1595,67,10,Okay.  And then replace the front pulley?,q,MR. HOOVER,start_answer
644,1596,67,11,"Replace the front pulley, and that part was done.",a,THE WITNESS,start_question
645,1598,67,13,Gotcha.  The other thing you might -- type of repair you might do back at the shop was to fix a valve plate compressor?,q,MR. HOOVER,start_answer
646,1601,67,16,Fix a valve plate.,a,THE WITNESS,start_question
647,1602,67,17,Okay.,q,MR. HOOVER,start_answer
648,1603,67,18,Taking the head off of the compressor.,a,THE WITNESS,start_question
649,1604,67,19,Yeah.,q,MR. HOOVER,start_answer
650,1605,67,20,This involved some -- quite a bit of scraping because you had to scrape from the bottom of the pump and the bottom of the valve plate.,a,THE WITNESS,start_question
651,1608,67,23,What are you scraping?,q,MR. HOOVER,start_answer
652,1609,67,24,The gasket.,a,THE WITNESS,start_question
653,1611,68,1,Okay.,q,MR. HOOVER,start_answer
654,1612,68,2,"In other words, there was a bottom gasket and a top gasket.",a,THE WITNESS,start_question
655,1614,68,4,And how big are these gaskets?,q,MR. HOOVER,start_answer
656,1615,68,5,I'm going to say six by three.,a,THE WITNESS,start_question
657,1616,68,6,Okay.  And how thick generally are these gaskets?,q,MR. HOOVER,start_answer
658,1618,68,8,Probably a sixteenth of an inch.,a,THE WITNESS,start_question
659,1619,68,9,And what type of tool would you utilize to scrape the bottom gasket and the top gasket?,q,MR. HOOVER,start_answer
660,1621,68,11,Usually a sharp chisel.,a,THE WITNESS,start_question
661,1622,68,12,Okay.  And was there ever an occasion if you took the head off the compressor to get to the gaskets that the gasket itself would just come right off?,q,MR. HOOVER,start_answer
662,1626,68,16,"No.  You would have to work at them with either a chisel or -- usually that would do it.  You didn't want to damage the bottom, the base of the pump or anything like that, the steel where your new gasket had to bond to.  You would replace the valve plate --",a,THE WITNESS,start_question
663,1632,68,22,Yeah.,q,MR. HOOVER,start_answer
664,1633,68,23,-- by installing a new gasket on the top and bottom of the valve plate.,a,THE WITNESS,start_question
665,1636,69,1,All right.,q,MR. HOOVER,start_answer
666,1637,69,2,And then replacing your head bolts and tighten them down.,a,THE WITNESS,start_question
667,1639,69,4,"Gotcha.  All right.  And with respect to the removal of the old gaskets, how long did that process take?",q,MR. HOOVER,start_answer
668,1642,69,7,Usually an hour would be a guess.,a,THE WITNESS,start_question
669,1643,69,8,"Well, as we said, we don't want you to guess.  Do you have an estimate of how long it might take?",q,MR. HOOVER,start_answer
670,1646,69,11,Half an hour to an hour.,a,THE WITNESS,start_question
671,1647,69,12,And is that for both or per?,q,MR. HOOVER,start_answer
672,1648,69,13,"That is either doing the head gaskets -- the seal, depending on how easy you could get the old seal out.  Some were more difficult than others, so I can't give you an actual time on that.",a,THE WITNESS,start_question
673,1652,69,17,You mentioned seal.  Are you talking about the front seal work?,q,MR. HOOVER,start_answer
674,1654,69,19,The front seal work.,a,THE WITNESS,start_question
675,1655,69,20,Okay.  Right now I'm still kind of concentrating on the valve plate work.,q,MR. HOOVER,start_answer
676,1657,69,22,Right.,a,THE WITNESS,start_question
677,1658,69,23,There were two gaskets that you had to remove?,q,MR. HOOVER,start_answer
678,1661,70,1,Right.,a,THE WITNESS,start_question
679,1662,70,2,And what I'm trying to get a sense of is how long it would take in the whole process just to remove the two gaskets?,q,MR. HOOVER,start_answer
680,1665,70,5,Put the head back on?,a,THE WITNESS,start_question
681,1666,70,6,No.  I'm asking you just the removal of the gasket portion.,q,MR. HOOVER,start_answer
682,1668,70,8,I'm going to say 15 minutes.,a,THE WITNESS,start_question
683,1669,70,9,Okay.  Would you know the manufacturers of any of the gaskets that you removed as part of this valve plate work?,q,MR. HOOVER,start_answer
684,1672,70,12,"No, because those came with the valve plate.",a,THE WITNESS,start_question
685,1674,70,14,Okay.,q,MR. HOOVER,start_answer
686,1675,70,15,"And, no, I do not know the name.",a,THE WITNESS,start_question
687,1676,70,16,Do you know the manufacturer of the valve plate?,q,MR. HOOVER,start_answer
688,1678,70,18,No.,a,THE WITNESS,start_question
689,1679,70,19,"With respect to any sort of replacement gaskets that you then -- and I'm assuming, again, these are preformed gaskets?",q,MR. HOOVER,start_answer
690,1682,70,22,Yes.,a,THE WITNESS,start_question
691,1683,70,23,Okay.  And so it's just a matter of -- a question of opening the package and putting the replacement gasket in place?,q,MR. HOOVER,start_answer
692,1687,71,2,Can I back up just a little?,a,THE WITNESS,start_question
693,1688,71,3,You can back up just a little.,q,MR. HOOVER,start_answer
694,1689,71,4,"Basically, the valve plate was purchased -- that had to be the same as the pump.",a,THE WITNESS,start_question
695,1691,71,6,Okay.,q,MR. HOOVER,start_answer
696,1692,71,7,"Whether it was a Circumference pump, I -- because we used about four different pumps.  I can't say which -- which one.",a,THE WITNESS,start_question
697,1695,71,10,Okay.  What pumps did you use?,q,MR. HOOVER,start_answer
698,1696,71,11,"Copeland, Frigidaire.  Those were the three main pumps that we used, not counting the air-conditioning pumps.",a,THE WITNESS,start_question
699,1699,71,14,"Okay.  I just heard Copeland and Frigidaire, so that would be two.  You said those were the three mains ones?",q,MR. HOOVER,start_answer
700,1702,71,17,Circumference.,a,THE WITNESS,start_question
701,1703,71,18,"Oh, Circumference.  Thank you.  And so with respect to replacement gaskets, do you know who manufactured the replacement gaskets?",q,MR. HOOVER,start_answer
702,1706,71,21,"They would have come with the plate.  Now, who manufactured them, I don't know.",a,THE WITNESS,start_question
703,1708,71,23,"Okay.  Well, when you -- when you -- so you would replace a new plate?",q,MR. HOOVER,start_answer
704,1711,72,1,You would replace it to match the pump.,a,THE WITNESS,start_question
705,1712,72,2,Gotcha.  Okay.  And then part of that replacement plate includes the gaskets?,q,MR. HOOVER,start_answer
706,1714,72,4,"The gaskets.  So they came -- as I say, depending -- I'm not sure if it was a Copeland or depending on which pump was being worked on.",a,THE WITNESS,start_question
707,1717,72,7,"Okay.  Were -- did you ever do valve plate work on, for example, on AC units?",q,MR. HOOVER,start_answer
708,1719,72,9,Those were a sealed compressor.,a,THE WITNESS,start_question
709,1720,72,10,"We talked about that, right.  Okay.",q,MR. HOOVER,start_answer
710,1721,72,11,"So, no.  If something happened there, you would have to replace the compressor.  You could not replace these components to a sealed unit.",a,THE WITNESS,start_question
711,1724,72,14,"Okay.  So you just take out one -- you take out the sealed unit, and you put in a new sealed unit?",q,MR. HOOVER,start_answer
712,1727,72,17,Right.,a,THE WITNESS,start_question
713,1728,72,18,"Gotcha.  So if you were doing that kind of work, taking out a sealed unit and putting in a sealed unit, it didn't involve any gasket work?",q,MR. HOOVER,start_answer
714,1731,72,21,Not usually.,a,THE WITNESS,start_question
715,1732,72,22,"Okay.  Which begs the question, occasionally it might?",q,MR. HOOVER,start_answer
716,1734,72,24,"I'm trying to think on some of the air-conditioners, but -- no, there was not a lot of gasket work on a sealed unit.",a,THE WITNESS,start_question
717,1738,73,3,"Gotcha.  Okay.  Other than those two types of repairs that you talked about, the front seal and the valve plate compressor work, any other types of repairs that might be performed -- basically, it's not in the field.  You're taking the unit back to the shop?",q,MR. HOOVER,start_answer
718,1744,73,9,Right.,a,THE WITNESS,start_question
719,1745,73,10,Were those the two types of repairs you'd perform?,q,MR. HOOVER,start_answer
720,1747,73,12,"Those were the main -- main type, yes.",a,THE WITNESS,start_question
721,1748,73,13,Were there any other types --,q,MR. HOOVER,start_answer
722,1749,73,14,"If it would get any worse than that, we just replaced it.",a,THE WITNESS,start_question
723,1751,73,16,"Fair enough.  So if you could replace the front seal or replace the valve plate, you might do that.  Anything above that, it just wasn't worth saving, per se?",q,MR. HOOVER,start_answer
724,1755,73,20,"Per se, yes.",a,THE WITNESS,start_question
725,1756,73,21,"Okay.  When your father was employed by Fort Devens, that was a full-time job for him, correct?",q,MR. HOOVER,start_answer
726,1759,73,24,Correct.,a,THE WITNESS,start_question
727,1761,74,1,"Was he also on call?  In other words, if there was some sort of emergency repair that was needed, would he be called to the base?",q,MR. HOOVER,start_answer
728,1764,74,4,No.,a,THE WITNESS,start_question
729,1765,74,5,"What were his hours, if you recall, at the base?",q,MR. HOOVER,start_answer
730,1767,74,7,I'm going to say 8:00 to -- 8:00 to 5:00.,a,THE WITNESS,start_question
731,1768,74,8,All right.  And was this a five-day-a-week --,q,MR. HOOVER,start_answer
732,1770,74,10,It was a standard five-day-a-week.,a,THE WITNESS,start_question
733,1771,74,11,"And then, as I understand your testimony from day one, in addition to doing this work at Fort Devens as a Fort Devens employee on a full-time basis, he also had some side work, correct?",q,MR. HOOVER,start_answer
734,1775,74,15,Correct.,a,THE WITNESS,start_question
735,1776,74,16,All right.  And this side work involved -- we talked a little bit about maybe going up on the evenings to help do some demo work at Fort Devens; is that correct?,q,MR. HOOVER,start_answer
736,1780,74,20,That's correct.,a,THE WITNESS,start_question
737,1781,74,21,"And this work that you talked about at the NCO Club and the Officers Club that you helped him, was this also not, again, Monday through Friday, 8:00 to 5:00?  It would have been sometime outside of that schedule?",q,MR. HOOVER,start_answer
738,1787,75,2,Yes.,a,THE WITNESS,start_question
739,1788,75,3,What other type of side jobs did your father have as part of Groton Refrigeration?,q,MR. HOOVER,start_answer
740,1790,75,5,The company?  The company names?  Is that what you're --,a,THE WITNESS,start_question
741,1792,75,7,"Yeah.  I mean, did he have particular accounts that he did these side jobs on?",q,MR. HOOVER,start_answer
742,1794,75,9,Yes.,a,THE WITNESS,start_question
743,1795,75,10,What sort of companies did he do this side work for?,q,MR. HOOVER,start_answer
744,1797,75,12,"Most of that -- well, either diners, meat markets.  I'm going to use the term ""barrooms.""  Now they're -- they don't call them barrooms anymore, but now -- but basically back then it was.",a,THE WITNESS,start_question
745,1801,75,16,"Okay.  So diners, meat markets, these barrooms?",q,MR. HOOVER,start_answer
746,1803,75,18,Yeah.,a,THE WITNESS,start_question
747,1804,75,19,Any other types of businesses that he did work for on the side?,q,MR. HOOVER,start_answer
748,1806,75,21,There were some that were strictly meat companies.,a,THE WITNESS,start_question
749,1808,75,23,Okay.  Is that different than a meat market?,q,MR. HOOVER,start_answer
750,1811,76,1,No.  It's pretty much the same except there were a few of them that dealt more in just certain cuts of meat.,a,THE WITNESS,start_question
751,1814,76,4,Uh-huh.,q,MR. HOOVER,start_answer
752,1815,76,5,So they didn't have the canned goods that a particular grocery store type of situation.,a,THE WITNESS,start_question
753,1817,76,7,"I see.  Okay.  So he might do some work on the side for grocery stores, and he might do some that are strictly meat markets?",q,MR. HOOVER,start_answer
754,1820,76,10,Yes.,a,THE WITNESS,start_question
755,1821,76,11,All right.  Did he also do any sort of residential or work for individuals?  Homeowners?,q,MR. HOOVER,start_answer
756,1823,76,13,Very few.,a,THE WITNESS,start_question
757,1824,76,14,If you had to put a percentage -- this is just looking at your father's side work -- what percentage of his time would have been spent doing commercial work verus doing any kind of residential work?,q,MR. HOOVER,start_answer
758,1829,76,19,Ninety-10.,a,THE WITNESS,start_question
759,1830,76,20,"Okay.  And the work, again, that your father is doing on the side, that's going to be, obviously, maybe on the weekends or sometime after work during the week, correct?",q,MR. HOOVER,start_answer
760,1834,76,24,That's correct.,a,THE WITNESS,start_question
761,1836,77,1,"On average, do you recall how often on, like, per month he might be working a weekend on these side jobs?",q,MR. HOOVER,start_answer
762,1839,77,4,"Weekends, at least one day a weekend.",a,THE WITNESS,start_question
763,1840,77,5,Okay.,q,MR. HOOVER,start_answer
764,1841,77,6,Sometimes two.,a,THE WITNESS,start_question
765,1842,77,7,Yeah.,q,MR. HOOVER,start_answer
766,1843,77,8,What percentage?  I'm going to say 50-50 on that one.,a,THE WITNESS,start_question
767,1845,77,10,Okay.,q,MR. HOOVER,start_answer
768,1846,77,11,"Nights, I really can't give you.  It depended on the weather, how hot it was, and how many breakdowns.",a,THE WITNESS,start_question
769,1849,77,14,Okay.,q,MR. HOOVER,start_answer
770,1850,77,15,That's when there were emergency calls and we'd do the night work.,a,THE WITNESS,start_question
771,1852,77,17,"So if it was during the week, it might be on a -- during the summertime if there was some sort of emergency need for some sort of service?",q,MR. HOOVER,start_answer
772,1855,77,20,Yeah.,a,THE WITNESS,start_question
773,1856,77,21,And was the weekend work more like the general maintenance work we've talked about?,q,MR. HOOVER,start_answer
774,1858,77,23,Yes.,a,THE WITNESS,start_question
775,1859,77,24,Did your father employ anybody?  I know -- strike that. Did your father employ anybody to help do these jobs on the weekends and at night?,q,MR. HOOVER,start_answer
776,1864,78,4,I'm just trying to figure out how to answer it.  On occasions.,a,THE WITNESS,start_question
777,1866,78,6,"And we talked about those two individuals that you recalled, Mr. Hanson and Mr. Nugel --",q,MR. HOOVER,start_answer
778,1868,78,8,Yeah.,a,THE WITNESS,start_question
779,1869,78,9,-- that were Fort Devens employees that helped out at Fort Devens?,q,MR. HOOVER,start_answer
780,1871,78,11,Yes.,a,THE WITNESS,start_question
781,1872,78,12,Were those the type that he might get someone from Fort Devens to come and help?,q,MR. HOOVER,start_answer
782,1874,78,14,Yes.,a,THE WITNESS,start_question
783,1875,78,15,"-- at a diner, for example?",q,MR. HOOVER,start_answer
784,1876,78,16,Yes.,a,THE WITNESS,start_question
785,1877,78,17,"Other than Mr. Hanson and Mr. Nugel, do you remember any other employees --",q,MR. HOOVER,start_answer
786,1879,78,19,"Not -- no, not employees.",a,THE WITNESS,start_question
787,1880,78,20,Okay.  Do you remember any other individuals that would help your father?,q,MR. HOOVER,start_answer
788,1882,78,22,No.,a,THE WITNESS,start_question
789,1883,78,23,"And I'm pretty sure I asked you this on day one, but I just want to confirm.  Did your father ever incorporate --",q,MR. HOOVER,start_answer
790,1887,79,2,No.,a,THE WITNESS,start_question
791,1888,79,3,-- Groton Refrigeration?,q,MR. HOOVER,start_answer
792,1889,79,4,No.,a,THE WITNESS,start_question
793,1890,79,5,He never did?,q,MR. HOOVER,start_answer
794,1891,79,6,No.  I'm --,a,THE WITNESS,start_question
795,1892,79,7,"Do you have any memory of any -- let's just start -- you mentioned one of the types of companies he might do work for were diners, right?",q,MR. HOOVER,start_answer
796,1895,79,10,Yes.,a,THE WITNESS,start_question
797,1896,79,11,"Okay.  Before I get into that, did you ever work with your father at any diner doing any sort of refrigeration work?",q,MR. HOOVER,start_answer
798,1899,79,14,"Oh, yes.",a,THE WITNESS,start_question
799,1900,79,15,Okay.  Do you remember any specific diners that you worked with your father at?,q,MR. HOOVER,start_answer
800,1902,79,17,Park Street Diner was one of the big ones.,a,THE WITNESS,start_question
801,1903,79,18,Park Street?,q,MR. HOOVER,start_answer
802,1904,79,19,Park Street Diner.,a,THE WITNESS,start_question
803,1905,79,20,Yeah.,q,MR. HOOVER,start_answer
804,1906,79,21,It's a bank now.,a,THE WITNESS,start_question
805,1907,79,22,That's a bummer.  Where was Park Street Diner located?,q,MR. HOOVER,start_answer
806,1909,79,24,Right there on Main Street and 225.  Where the two meet.,a,THE WITNESS,start_question
807,1912,80,2,And what town is that in?  What town is that in?,q,MR. HOOVER,start_answer
808,1914,80,4,What kind?,a,THE WITNESS,start_question
809,1915,80,5,What town?,q,MR. HOOVER,start_answer
810,1916,80,6,Ayer.,a,THE WITNESS,start_question
811,1917,80,7,Ayer?,q,MR. HOOVER,start_answer
812,1918,80,8,Ayer.,a,THE WITNESS,start_question
813,1919,80,9,Thank you.  And what type of work do you recall performing with your father at the Park Street Diner?,q,MR. HOOVER,start_answer
814,1922,80,12,"Installation and then general repair or maintenance, or I'm not sure what you want to call it.",a,THE WITNESS,start_question
815,1925,80,15,Okay.  Installation.  What were you installing?,q,MR. HOOVER,start_answer
816,1927,80,17,We were installing the units.,a,THE WITNESS,start_question
817,1928,80,18,What units were you installing?,q,MR. HOOVER,start_answer
818,1929,80,19,"Whether a salad case unit.  They had beverage coolers.  They had, obviously, central air-conditioning, and they had walk-in cooer units.",a,THE WITNESS,start_question
819,1932,80,22,When was this installation work performed? Was this part of new construction of this diner?,q,MR. HOOVER,start_answer
820,1934,80,24,This was new construction.,a,THE WITNESS,start_question
821,1936,81,1,How old were you when this new construction was performed?,q,MR. HOOVER,start_answer
822,1938,81,3,"I'm going to say 12, 13.",a,THE WITNESS,start_question
823,1939,81,4,And was your father -- was there a general contractor and your father subcontracted the refrigeration work?,q,MR. HOOVER,start_answer
824,1942,81,7,I'm not sure.,a,THE WITNESS,start_question
825,1943,81,8,"Okay.  What was entailed in terms of installing, for example, the salad and beverage coolers?  What work was involved in that?",q,MR. HOOVER,start_answer
826,1946,81,11,The coolers were upstairs.  The units were all in the cellar on a bench in a line.,a,THE WITNESS,start_question
827,1948,81,13,Okay.  How many units were there?,q,MR. HOOVER,start_answer
828,1949,81,14,I don't know exactly.  I'm going to say at least 15.,a,THE WITNESS,start_question
829,1951,81,16,And then what did you have to do with those units?,q,MR. HOOVER,start_answer
830,1953,81,18,"The electrician had to wire them in, which they did that.  We had to run the tubing from the unit -- from the compressor to the unit itself. Meaning, the cooler.  Wherever the cooler was located.",a,THE WITNESS,start_question
831,1958,81,23,"Gotcha.  Okay.  And what does -- how does one go about running the tubing, then, from the unit up to the -- where, you know, the salad or beverage?",q,MR. HOOVER,start_answer
832,1962,82,2,"Well, that involved putting in a new sight glass, a new dryer.  The dryer's name was Catch-All. I finally came to the memory of that.  And then you had to run it up to the case itself.",a,THE WITNESS,start_question
833,1966,82,6,Uh-huh.,q,MR. HOOVER,start_answer
834,1967,82,7,"You would have to install the expansion valve, and that had two lines going to it.  Usually anywhere from a quarter inch to three-eighths on the liquid side, and five-eighths to three-quarters on the suction side.",a,THE WITNESS,start_question
835,1972,82,12,"And this is all essentially -- not to -- well, this is essentially, like, taking a tube, adding the necessary component parts to get from the basement up to the particular cooling unit?",q,MR. HOOVER,start_answer
836,1976,82,16,Up to the unit itself.,a,THE WITNESS,start_question
837,1977,82,17,Okay.  And how long would you say you were working at the Park Street Diner to do this type of work?,q,MR. HOOVER,start_answer
838,1980,82,20,At least a month.,a,THE WITNESS,start_question
839,1981,82,21,Okay.  And this would have been done on weekends and in the evening?,q,MR. HOOVER,start_answer
840,1983,82,23,Yes.,a,THE WITNESS,start_question
841,1984,82,24,"And if you were working at -- in the evening during the week, 12 to 13, you're still going to school; is that correct?",q,MR. HOOVER,start_answer
842,1988,83,3,Yup.,a,THE WITNESS,start_question
843,1989,83,4,"Okay.  Would you work after school or when your father got home, or was it mostly, for you anyway, on weekends?",q,MR. HOOVER,start_answer
844,1992,83,7,"Mostly me was weekends, and if there was any way I could fit in anything else.",a,THE WITNESS,start_question
845,1994,83,9,Right.,q,MR. HOOVER,start_answer
846,1995,83,10,But mostly weekends.,a,THE WITNESS,start_question
847,1996,83,11,"Okay.  And specifically at this Park Street Diner, did you -- were you the one who was helping to run tubes to the coolers?",q,MR. HOOVER,start_answer
848,1999,83,14,Yes.,a,THE WITNESS,start_question
849,2000,83,15,Okay.  What other jobs did you personally do in terms of work at the Park Street Diner on weekends?,q,MR. HOOVER,start_answer
850,2003,83,18,"Depending on what type of unit it was. Some was air-cooled.  Now, some was water-cooled. Those needed circulating pumps.  Circulating pumps were -- Crane was one name.  Bell & Gossett was another name.  And some needed air, which was usually Ingersoll-Rand.  In various occasions was a Gould.",a,THE WITNESS,start_question
851,2009,83,24,"And your involvement with, whether they be air or water pumps, is this essentially you're just helping to hook them up and set them up?",q,MR. HOOVER,start_answer
852,2013,84,3,Correct.,a,THE WITNESS,start_question
853,2014,84,4,"Okay.  And these are new pumps, and so it was just a matter of physically attaching the pumps to where they need to go?",q,MR. HOOVER,start_answer
854,2017,84,7,Yes.,a,THE WITNESS,start_question
855,2018,84,8,Okay.,q,MR. HOOVER,start_answer
856,2019,84,9,"As I said, some were air-cooled.  Some were water-cooled.",a,THE WITNESS,start_question
857,2021,84,11,Uh-huh.,q,MR. HOOVER,start_answer
858,2022,84,12,"Some had to have air, and as I say, there were just plain circulating pumps.  Condensation would build up.  You had to extract that water in some manner, and these would involve the pumps.",a,THE WITNESS,start_question
859,2026,84,16,"But, again, for your work here, this is just simple installation of these pumps?",q,MR. HOOVER,start_answer
860,2028,84,18,Simple install -- yes.,a,THE WITNESS,start_question
861,2029,84,19,"Right.  And I don't mean, like, simple --",q,MR. HOOVER,start_answer
862,2030,84,20,It's not simple.,a,THE WITNESS,start_question
863,2031,84,21,"It's not a simple thing to do, but that's essentially what you're doing?",q,MR. HOOVER,start_answer
864,2033,84,23,"But, yes.  Basically, yes.",a,THE WITNESS,start_question
865,2034,84,24,Okay.,q,MR. HOOVER,start_answer
866,2036,85,1,"Now, obviously, some units were bigger than others, so that depended on the size of the unit, whether quarter horsepower, whether half horsepower.  You know, and it went all the way up to -- we had a couple that were 15, 20 horsepower.",a,THE WITNESS,start_question
867,2041,85,6,Okay.  You also indicated that one of the things that your father's company did was to help with the central AC?,q,MR. HOOVER,start_answer
868,2044,85,9,Yes.,a,THE WITNESS,start_question
869,2045,85,10,The installation of that.  Were you involved in that aspect of the construction?,q,MR. HOOVER,start_answer
870,2047,85,12,I was more involved with the maintenance of it.,a,THE WITNESS,start_question
871,2049,85,14,Okay.  And we'll get to maintenance in a bit.  I just want to get the new construction that you did.,q,MR. HOOVER,start_answer
872,2052,85,17,Okay.  That particular unit came more as a one-piece.  Everything was assembled except for ductwork.  We did not do any of the ductwork.  That was subcontracted out to a company that performs the ductwork.,a,THE WITNESS,start_question
873,2057,85,22,Gotcha.  Do you recall who manufactured the central AC unit?,q,MR. HOOVER,start_answer
874,2059,85,24,I'm going to have to say no.,a,THE WITNESS,start_question
875,2061,86,1,Okay.  And the last thing you indicated in terms of the new construction that your father's company was involved was the walk-in cooler units?,q,MR. HOOVER,start_answer
876,2064,86,4,Yes.,a,THE WITNESS,start_question
877,2065,86,5,"For that new construction, were you involved at all from the refrigeration standpoint of these walk-in cooler units?",q,MR. HOOVER,start_answer
878,2068,86,8,Yes.,a,THE WITNESS,start_question
879,2069,86,9,What was your involvement?,q,MR. HOOVER,start_answer
