,indice,page_number,line_number,text,text_type,speaker,time_added
364,1491,53,22,"Okay.  If anything at any point -- you know sometimes things pop in your mind, you by all means stop me and say, oh, I just remembered.  Okay?",q,MS. RIORDAN,start_answer
365,1496,54,2,"Excuse me, the other type of oven was Bakers Pride.  And excuse me, the other type of Frialator would be Pitco.",a,THE WITNESS,start_question
366,1499,54,5,Can you say that one more time?,q,MS. RIORDAN,start_answer
367,1500,54,6,Pitco.,a,THE WITNESS,start_question
368,1501,54,7,Is that P-I-T-C-O?,q,MS. RIORDAN,start_answer
369,1502,54,8,"I believe so, yes.",a,THE WITNESS,start_question
370,1503,54,9,"Okay.  Do you believe that there were other types of pizza ovens that you don't recall their name, or do you believe it to be these two that you recall right now?",q,MS. RIORDAN,start_answer
371,1507,54,13,"There were quite a bit of different names.  That was Allen's thing.  I just worked, you know.",a,THE WITNESS,start_question
372,1510,54,16,"And that's understandable.  And you're doing exactly what I've asked you to do.  I really am concerned about something that you did and Mr. Seidman was around or what you saw Mr. Seidman doing. So we've covered you doing your work and where he was.  And now we're kind of transitioning to what he was doing and what you saw. So we talked about his pizza oven work, taking apart a Frialator.  Anything else that sticks in your mind, again, trying to contain it to the sheet metal helper time that you saw Mr. Seidman do?",q,MS. RIORDAN,start_answer
373,1525,55,6,"He would be working on -- one good thing about Allen, he was very good at refrigeration.  So if a unit came in and it needed to be reserviced with Freon, he would do that.  He often did my cars, would put Freon in my cars.  There was always something up at the platform that Allen was working on.",a,THE WITNESS,start_question
374,1532,55,13,"Okay.  So did you yourself work on refrigeration?  Again, we're just talking about sheet metal helper time.  Did you do that work?",q,MS. RIORDAN,start_answer
375,1535,55,16,"No, Allen did that.  If something came up the elevator, I would help him put it up on the platform.",a,THE WITNESS,start_question
376,1538,55,19,But you saw him reservicing Freon in refrigeration units?,q,MS. RIORDAN,start_answer
377,1540,55,21,Yes.,a,THE WITNESS,start_question
378,1541,55,22,Okay.  Do you recall the manufacturer of the refrigeration units that you saw Mr. Seidman do this reservicing of Freon on?,q,MS. RIORDAN,start_answer
379,1545,56,1,I remember Tecumseh.,a,THE WITNESS,start_question
380,1546,56,2,Any other brand?,q,MS. RIORDAN,start_answer
381,1547,56,3,I can't think of any right now.  My mind is blank.  I'm kind of nervous.,a,THE WITNESS,start_question
382,1549,56,5,"By all means.  This is not a normal day for you.  Totally understandable.  We do this all the time, so we're trying to make it as normal as possible for you and trying to make it as unnerving as we can.  All right?",q,MS. RIORDAN,start_answer
383,1554,56,10,Thank you.,a,THE WITNESS,start_question
384,1555,56,11,"Again, if another brand pops in your mind, stop me and we'll get it down.",q,MS. RIORDAN,start_answer
385,1557,56,13,Okay.,a,THE WITNESS,start_question
386,1558,56,14,Anything else during your sheet metal helper time that you saw Mr. Seidman doing that you can tell us about?,q,MS. RIORDAN,start_answer
387,1561,56,17,"Other than going out on the road, I'd go out on the road with him a lot of time and we'd install pipes.",a,THE WITNESS,start_question
388,1564,56,20,Sure.,q,MS. RIORDAN,start_answer
389,1565,56,21,"Ventilation, ductwork.",a,THE WITNESS,start_question
390,1566,56,22,"All right.  So let's talk about the times you're now out of the facility on the road with Mr. Seidman and you're, you said, installing pipe or ductwork?",q,MS. RIORDAN,start_answer
391,1571,57,2,Yes.,a,THE WITNESS,start_question
392,1572,57,3,"Are those two different tasks, or are you saying that that's essentially a different way of saying the same thing?",q,MS. RIORDAN,start_answer
393,1575,57,6,We made ventilation hoods.,a,THE WITNESS,start_question
394,1576,57,7,Okay.  So you fabricated sheet metal at the shop to make a ventilation hood?,q,MS. RIORDAN,start_answer
395,1578,57,9,"Yes, we made the hoods.  We made the pipes.  We made the curves that go on the roof where the fans were.",a,THE WITNESS,start_question
396,1581,57,12,"The materials used to make the ventilation hoods would be what, sheet metal parts?",q,MS. RIORDAN,start_answer
397,1584,57,15,"The hoods would be made out of stainless steel, and the pipework would be made out of galvanized.",a,THE WITNESS,start_question
398,1587,57,18,And now you have to go on the road to install the hood?,q,MS. RIORDAN,start_answer
399,1589,57,20,Yes.,a,THE WITNESS,start_question
400,1590,57,21,And would Mr. Seidman participate in the installation process?,q,MS. RIORDAN,start_answer
401,1592,57,23,Yes.,a,THE WITNESS,start_question
402,1593,57,24,"If you were installing a ventilation hood, would Mr. Seidman be doing anything aside from helping or assisting in the ventilation hood installation process?",q,MS. RIORDAN,start_answer
403,1598,58,4,"He would be mainly probably cutting a hole in the ceiling and the roof, and we would be hanging the hood down below.",a,THE WITNESS,start_question
404,1601,58,7,Okay.  Any materials involved in that process other than galvanized steel or stainless steel?,q,MS. RIORDAN,start_answer
405,1604,58,10,No.,a,THE WITNESS,start_question
406,1605,58,11,"And again, I'm literally trying to exhaust your memory here, so if I get to the point where I have done that, just tell me to stop, but I'm going to keep asking is there anything else you remember. So are there any other tasks that you recall seeing Mr. Seidman perform while you were a sheet metal helper?",q,MS. RIORDAN,start_answer
407,1613,58,19,"Other than delivering refrigerators and repossessing restaurants.  He would always go out -- he would buy out a restaurant.  We would bring back like a pizza oven or Frialators, and they would go up on the fifth floor. When Allen wasn't out on the road, he'd be working on maybe a pizza oven or an electrical fryer. He basically wasn't really in the office that much.  He was mainly upstairs or he was out on the road.  Because I remember he always used to yell at me because the Expressway ran in front, so I would be always looking out the window taking a break, and he would call me on the phone and say, stop looking out the window because he'd be driving by.",a,THE WITNESS,start_question
408,1632,59,13,"That's funny.  He could see you. So in these instances where let's take you buy an old restaurant and you're taking equipment out, you're taking an oven out and bringing it back to the shop, do you remember the manufacturers of those ovens that he would repossess?",q,MS. RIORDAN,start_answer
409,1639,59,20,The Blodgett and Bakers Pride. There's one other name I can't really recall right now.,a,THE WITNESS,start_question
410,1642,59,23,And you also told us about a memory of -- an instance where Mr. Seidman would then install a refrigeration unit at a restaurant. Is there anything other than connecting metal to metal involved with installing refrigeration items?,q,MS. RIORDAN,start_answer
411,1649,60,5,"Refrigeration unit would be like a salad unit.  If you got a salad unit back, you would take the compressor out, and he'd recharge it and put it back in there.  If it was a repair, he would ship it out.  If it was to be sold, he would put it out in the showroom on the second floor.  He was quite good at the refrigeration.",a,THE WITNESS,start_question
412,1657,60,13,So do you think we've covered kind of your memories of things that Mr. Seidman was present for you doing and things that you saw Mr. Seidman doing while you were a sheet metal helper?,q,MS. RIORDAN,start_answer
413,1662,60,18,"Pretty much, yes.",a,THE WITNESS,start_question
414,1663,60,19,Okay.  Anything you feel we need to cover that we haven't covered?,q,MS. RIORDAN,start_answer
415,1665,60,21,No.,a,THE WITNESS,start_question
416,1666,60,22,"All right.  So now I'm going to move on to instances where or the time period where you were a middle man, and we're talking about essentially a 25-year period?",q,MS. RIORDAN,start_answer
417,1671,61,2,(Nodding.),a,THE WITNESS,start_question
418,1672,61,3,"So during the 25-year period, there would be a point at which -- as a middle man, were you in Boston or Chelsea?",q,MS. RIORDAN,start_answer
419,1675,61,6,I was in Boston for the first part of it and then went to Chelsea.,a,THE WITNESS,start_question
420,1677,61,8,"Okay.  And again, you put the move in or around '82?",q,MS. RIORDAN,start_answer
421,1679,61,10,I believe it's around '82.  I'm not really sure.,a,THE WITNESS,start_question
422,1681,61,12,Okay.,q,MS. RIORDAN,start_answer
423,1682,61,13,Because I thought we were in Boston for a longer period of time.,a,THE WITNESS,start_question
424,1684,61,15,But that's your best estimate?,q,MS. RIORDAN,start_answer
425,1685,61,16,"Yeah, I can't recall, but we were excited because Boston still was small and the Chelsea store was huge and the shop was humongous, so we just wanted to get there.",a,THE WITNESS,start_question
426,1689,61,20,Yes.,q,MS. RIORDAN,start_answer
427,1690,61,21,Because it was a great place.,a,THE WITNESS,start_question
428,1691,61,22,"Okay.  Tell me, were your duties the same or different when you were a middle man versus a sheet metal helper?",q,MS. RIORDAN,start_answer
429,1695,62,1,"The sheet metal helper is I went out on the road with Allen sometimes, a lot of times maybe.  If the foreman told me to cut pieces of steel, I would cut the steel.  I would help him weld them together.  If he told me to weld up the pipe, I would weld up the pipe. When I gradually got over to Chelsea, it was different.  The shop was bigger.  We started doing more stuff.  I started making sinks, countertops, hoods out of stainless steel. And like I said, Sonny come in one day and said, I'm going to make you the foreman. It didn't mean nothing to me because all the people in the shop were my good friends, and that was it.",a,THE WITNESS,start_question
430,1712,62,18,"So when we kind of delineated and separated out your period as middle man and foreman, essentially, now we can talk about those two things together because you did the same type of work?",q,MS. RIORDAN,start_answer
431,1717,62,23,Yes.,a,THE WITNESS,start_question
432,1718,62,24,"All right.  And if you could explain for me how it was, if it was, any different when you were a middle man versus a sheet metal helper?",q,MS. RIORDAN,start_answer
433,1723,63,4,"It was actually no difference at all because I did the same thing as when I was a helper except it was in a bigger form, and I got to make my own decisions.",a,THE WITNESS,start_question
434,1727,63,8,"All right.  Now, you and I have talked about things that Mr. Seidman was present for when you were working and things that you saw Mr. Seidman doing, and that was during your time as a sheet metal helper. So same series of questions about when you were a middle man and a foreman.  Did you see Mr. Seidman doing any other different tasks than what we've already talked about?",q,MS. RIORDAN,start_answer
435,1736,63,17,No.,a,THE WITNESS,start_question
436,1737,63,18,Okay.,q,MS. RIORDAN,start_answer
437,1738,63,19,"The only different task was when he repaired like the stoves or something, he had his own bench out in the warehouse.  He did his own thing out there.",a,THE WITNESS,start_question
438,1742,63,23,Okay.,q,MS. RIORDAN,start_answer
439,1743,63,24,"If he completely rebuilt a pizza oven, the gas was right there, he would test it. There was an overhead fan where he'd get the heat out, or if he did an electric stove, he had plugs on his bench.  He had his own bench out there.",a,THE WITNESS,start_question
440,1750,64,6,Okay.  Were there -- and you've told us about work that you did that Mr. Seidman was present for when you were a sheet metal helper. So was there anything in addition that you did when you were a middle man and foreman that we haven't talked about that Mr. Seidman would have been present for for you doing yourself?,q,MS. RIORDAN,start_answer
441,1758,64,14,"No, Allen wouldn't come in.  Allen was out of the office all the time -- not all the time, but he was out there with Sonny.  When Allen came in in the morning, he had the job schedule.  They would load up the trucks. Allen would be gone for most of the day, then Allen would come into the shop and check out what we were doing. He would make sure everything was going fine, and he would hand me slips to hand out to the guys.  Other than that, he was in the warehouse repairing stuff.",a,THE WITNESS,start_question
442,1771,65,2,"Now, when you moved to Chelsea, was your primary workstation in the machine shop area?",q,MS. RIORDAN,start_answer
443,1774,65,5,Yes.,a,THE WITNESS,start_question
444,1775,65,6,And where would Mr. Seidman be doing his work?,q,MS. RIORDAN,start_answer
445,1777,65,8,"Allen would be out probably about 25 feet from the door where my bench was, and that was where his bench was.",a,THE WITNESS,start_question
446,1780,65,11,"Okay.  Like I said, we were all there this week.  So if you walk in the warehouse -- we're in the warehouse area and there's an entry door into the machine area.  And as you walk in, there seems to be like a workstation as you immediately walk through the door.  And then at the far end of the room, there's also some stations towards the back?",q,MS. RIORDAN,start_answer
447,1788,65,19,Yes.,a,THE WITNESS,start_question
448,1789,65,20,Can you tell me where your station was and where Mr. Seidman's was?,q,MS. RIORDAN,start_answer
449,1791,65,22,"I don't know if you went in the side door, but if you came in the side door, my bench was right there.  Did you go through the bifolded doors when you walked out of the office?",a,THE WITNESS,start_question
450,1797,66,3,I don't remember.,q,MS. RIORDAN,start_answer
451,1798,66,4,"You probably did.  You come out of the office, and the bifold doors are right there. Allen's bench was right there.",a,THE WITNESS,start_question
452,1801,66,7,How far away was your bench from his bench?,q,MS. RIORDAN,start_answer
453,1803,66,9,"I was in the shop right before that door, probably 30 feet.",a,THE WITNESS,start_question
454,1805,66,11,"Okay.  Were there any different -- I may have asked you this already, and pardon me if I did, but were there any different safety precautions taken in Chelsea aside from what was done in Boston?",q,MS. RIORDAN,start_answer
455,1810,66,16,"Yes, but after a few years after we were in Chelsea, we did away with the asbestos, and we started using Ramcote.  And they always made sure that we had welding gloves, safety glasses, mask, and that was it.",a,THE WITNESS,start_question
456,1815,66,21,"At what -- if you can give me an approximation of a year, when would you say your memory is of a date when asbestos was done away with at Seidman Brothers?",q,MS. RIORDAN,start_answer
457,1820,67,1,"I forget.  It was -- I believe it was banned in '85.  I'm not too sure, but maybe a little while after that.  I can't recall.",a,THE WITNESS,start_question
458,1823,67,4,Okay.  Tell us how it was that you have a memory of asbestos being done away with at Seidman Brothers.  Was there a meeting?  Was it a memo that came out to employees?  Do you remember anything in connection with that event?,q,MS. RIORDAN,start_answer
459,1829,67,10,I remember Sonny saying that they're doing away with it.,a,THE WITNESS,start_question
460,1831,67,12,"Okay.  And when you say ""they,"" are you talking about they, Seidman Brothers?",q,MS. RIORDAN,start_answer
461,1833,67,14,The company is doing away with it.,a,THE WITNESS,start_question
462,1834,67,15,Seidman Brothers?,q,MS. RIORDAN,start_answer
463,1835,67,16,"Seidman Brothers, yes.",a,THE WITNESS,start_question
464,1836,67,17,"Okay.  When you were a middle man and a foreman, did the amount of time that you were out on the road with Mr. Seidman increase, decrease, stay the same, any change?",q,MS. RIORDAN,start_answer
465,1840,67,21,"It stayed the same.  If he needed me, he would take me out.",a,THE WITNESS,start_question
466,1842,67,23,"Okay.  When you were a middle man, were you working with any other people aside from Tom Dailey and Paul Gagnon who you've already told us about?",q,MS. RIORDAN,start_answer
467,1847,68,3,"At the Chelsea store, there was a gentleman named Rob.  He worked there.  The sons were in there, Ricky, Jack, and there was quite a bit of people that came in there because we looked for people that were qualified.  If they weren't qualified, then we'd let them go.  That's just the way it was.",a,THE WITNESS,start_question
468,1854,68,10,"Now, tell me what Rick's job was or is with Seidman Brothers?",q,MS. RIORDAN,start_answer
469,1856,68,12,"Rick was -- he went out on the road a lot.  He did a lot of installations, and he would work in the shop.  If he had nothing to do, Allen would tell him to go in the shop.  He would tell me to give him something to do.",a,THE WITNESS,start_question
470,1861,68,17,Would you say then that Rick was more on the road than in the shop?,q,MS. RIORDAN,start_answer
471,1863,68,19,"I would say so, yes.",a,THE WITNESS,start_question
472,1864,68,20,"Okay.  How about Jack, did he have a variation on outside work versus inside?",q,MS. RIORDAN,start_answer
473,1866,68,22,"Jack ran the Boston store.  There was a store in Chinatown in Boston.  They sold just equipment, you know, silverware and dishes and stuff.  Jack ran that store.  He was there for quite a few years. And when the brothers parted, Jack took over the office.  He ran the office, and Allen still went on the road.",a,THE WITNESS,start_question
474,1875,69,6,"So what I'm hearing is -- for how long was there, like, a showroom equipment only area in Chinatown?",q,MS. RIORDAN,start_answer
475,1878,69,9,"I would say -- I can't say, but it was a few years.",a,THE WITNESS,start_question
476,1880,69,11,"Okay.  Beginning when and ending when, if you know, and can remember?",q,MS. RIORDAN,start_answer
477,1882,69,13,I couldn't remember.  I can't remember.,a,THE WITNESS,start_question
478,1884,69,15,Would it be '70s or '80s?,q,MS. RIORDAN,start_chat
479,1885,69,16,Objection.  He said he can't remember.,side_chat,MR. CHRABASZCZ,start_question
480,1887,69,18,All right.,q,MS. RIORDAN,start_answer
481,1888,69,19,I couldn't remember.  I know it was a while ago that they were in there.,a,THE WITNESS,start_question
482,1890,69,21,Okay.  And your memory is Jack was primarily in the showroom facility mostly?,q,MS. RIORDAN,start_chat
483,1892,69,23,Objection.,side_chat,MR. CHRABASZCZ,start_answer
484,1893,69,24,"What it was, Sonny had retired.  Glen had started off working in the Chinatown store. When Sonny retired, Glen came back and took Sonny's place over, then Jack went into the Boston store and started running that for a while. When they closed down when they found out that they weren't doing that much business because other companies were making the same stuff we were making, then Jack came back.  And then Glen left the company, and Jack took over the office.",a,THE WITNESS,start_question
485,1906,70,12,The office in --,q,MS. RIORDAN,start_answer
486,1907,70,13,Chelsea.,a,THE WITNESS,start_question
487,1908,70,14,-- Chelsea?,q,MS. RIORDAN,start_answer
488,1909,70,15,Yes.,a,THE WITNESS,start_question
489,1910,70,16,Okay.  Is there any other work you recall personally seeing Mr. Seidman perform other than what we've already covered?  And it doesn't matter if you were a helper or a foreman or a middle man.,q,MS. RIORDAN,start_answer
490,1915,70,21,"Like I said, he worked on every type of restaurant equipment.  He was a man of many talents.  I mean, other than working in the restaurant, he loved his boats.  Other than that, he loved the boats, but I mean, he was always on the road.  If not, coming upstairs, he was working on, like I said, ovens or pieces of equipment. He would go up on the fifth floor, take something down.  He'd go through the whole thing.  If it was fixed, he'd put it down in the showroom, and it would be sold.",a,THE WITNESS,start_question
491,1928,71,9,"So the types of equipment we've talked about thus far, and I want to make sure -- if I don't mention one, it's my fault, but I'm trying to get a whole list here. We've talked about pizza ovens, the Chinese ranges that were Seidman Brothers' products.  We've talked about some refrigeration units.  We talked about ventilation hoods that were fabricated.  What else?  You mentioned the mixer itself.  We talked about the insulation material. Is there other equipment that we haven't covered that you know Mr. Seidman worked with or around?",q,MS. RIORDAN,start_answer
492,1942,71,23,"When we were in the old Purchase Street building, we had purchased a Chicago brake, and he would run that.  If he'd see that we were getting behind, he'd grab the metal and he'd start bending it, but he didn't know how to weld. And basically, if we needed angle iron cut, he would cut it.  I don't think he liked being downstairs with Sonny is what I think.",a,THE WITNESS,start_question
493,1952,72,8,So what is a Chicago brake?,q,MS. RIORDAN,start_answer
494,1953,72,9,"It's a 10-foot-long brake.  It was about a 200-ton brake that would come down with a die in it.  It would stop at a certain point; you could stick the metal in and step on the pedal, and then it would bend it up.  You could bend, like, quarter-inch steel with it.",a,THE WITNESS,start_question
495,1959,72,15,"Got it.  I've never worked with sheet metal, so it's a piece of machinery that bends sheet metal?",q,MS. RIORDAN,start_answer
496,1962,72,18,Yes.,a,THE WITNESS,start_question
497,1963,72,19,Okay.  Do you associate any asbestos component with that piece of equipment?,q,MS. RIORDAN,start_chat
498,1965,72,21,Objection.,side_chat,MR. CHRABASZCZ,start_answer
499,1966,72,22,I couldn't say.,a,THE WITNESS,start_question
500,1967,72,23,Okay.  It's a metal piece of equipment and you're bending pieces of metal?,q,MS. RIORDAN,start_answer
501,1970,73,1,Yes.,a,THE WITNESS,start_question
502,1971,73,2,"All right.  Are there other pieces of equipment you saw Mr. Seidman working with or around, whether it be machinery or, you know, cooking-type equipment?",q,MS. RIORDAN,start_answer
503,1975,73,6,"Other than like a tool, you mean, a Sawzall, stuff like that?",a,THE WITNESS,start_question
504,1977,73,8,"Putting aside like the obvious, hammer, nails and whatnot?",q,MS. RIORDAN,start_answer
505,1979,73,10,"Oh, yeah, all the time, yeah.",a,THE WITNESS,start_question
506,1980,73,11,"Any other kind of big piece of equipment?  We covered ovens, refrigeration, whatnot.  Anything else that you think we should talk about that you saw Mr. Seidman do or work with?",q,MS. RIORDAN,start_answer
507,1985,73,16,"Like I said, he was a man of many talents.  I can't recall it, but that's all I can remember right now.",a,THE WITNESS,start_question
508,1988,73,19,Okay.  Good.,q,MS. RIORDAN,start_chat
509,1989,73,20,Why don't we take a break.,side_chat,MS. RIORDAN,start_chat
510,1991,73,22,That's fine.,side_chat,MR. CHRABASZCZ,is brackets
511,1992,73,23,"(Off the record, 11:26 a.m.)",brackets,,is brackets
512,1993,73,24,"(Back on the record, 11:42 a.m.)",brackets,,start_question
513,1995,74,1,"Mr. Finn, a couple of follow-ups for you about things we've already talked about. So you and I discussed times where you were out on the road with Mr. Seidman doing whatever, whether it be an install, taking equipment out, whatever the instance may be.  Would there be people with you from Seidman Brothers other than you and Mr. Seidman?",q,MS. RIORDAN,start_answer
514,2003,74,9,Yes.,a,THE WITNESS,start_question
515,2004,74,10,"Okay.  Generally, would it be a team of three?",q,MS. RIORDAN,start_answer
516,2006,74,12,Probably a team of three.,a,THE WITNESS,start_question
517,2007,74,13,"Okay.  And now, when you're at a restaurant to do whatever the task was, would there ever be an instance where anyone other than Seidman Brothers as far as tradespeople would be present, or would it just be Seidman Brothers?",q,MS. RIORDAN,start_answer
518,2013,74,19,"It depended if they were building a new restaurant, there would be sheetrock people there, floor people.",a,THE WITNESS,start_question
519,2016,74,22,Okay.,q,MS. RIORDAN,start_answer
520,2017,74,23,"But if it was mainly just installing in a restaurant already set up, it would be us.",a,THE WITNESS,start_question
521,2020,75,1,"Okay.  So kind of just an existing restaurant, Seidman only?",q,MS. RIORDAN,start_answer
522,2022,75,3,Yes.,a,THE WITNESS,start_question
523,2023,75,4,"New restaurant being built, there could be other tradespeople?",q,MS. RIORDAN,start_answer
524,2025,75,6,Yes.,a,THE WITNESS,start_question
525,2026,75,7,"It could be sheetrockers, right?",q,MS. RIORDAN,start_answer
526,2027,75,8,(Nodding.),a,THE WITNESS,start_question
527,2028,75,9,What was the other trade you mentioned?  I didn't catch it.,q,MS. RIORDAN,start_answer
528,2030,75,11,Floor people.,a,THE WITNESS,start_question
529,2031,75,12,Okay.  Any other trade you remember?,q,MS. RIORDAN,start_answer
530,2032,75,13,"Electrical people, ceiling people.",a,THE WITNESS,start_question
531,2033,75,14,Does that cover it?,q,MS. RIORDAN,start_answer
532,2034,75,15,Yes.,a,THE WITNESS,start_question
533,2035,75,16,"Okay.  For the trades that you just mentioned, do you know the manufacturers of any products they may have been working with if they were, in fact, working with any?",q,MS. RIORDAN,start_answer
534,2039,75,20,I can't recall any right now.,a,THE WITNESS,start_question
535,2040,75,21,"Okay.  And the question I asked kind of assumed something that they were actually doing work while you were there.  If other trades were present, were they, in fact, doing any work?",q,MS. RIORDAN,start_answer
536,2046,76,2,"Oh, yes, yes.",a,THE WITNESS,start_question
537,2047,76,3,"Okay.  And it's just that you can't say exactly what they were doing or what products they were working with, correct?",q,MS. RIORDAN,start_answer
538,2050,76,6,"I could say 3M that they were working with.  The ceiling tiles were 3M.  The sheetrock, I couldn't tell you.  I can't recall anything.  I was just mainly unloading the truck and installing.",a,THE WITNESS,start_question
539,2055,76,11,Exactly.  You're doing your job?,q,MS. RIORDAN,start_answer
540,2056,76,12,Yes.,a,THE WITNESS,start_question
541,2057,76,13,So it's a tough question to talk about what other people were doing because it's not your job.,q,MS. RIORDAN,start_answer
542,2060,76,16,Uh-huh.,a,THE WITNESS,start_question
543,2061,76,17,"All right.  I get you. So speaking about your job, at any point in your work at Seidman Brothers, was purchasing of equipment ever part of your job?",q,MS. RIORDAN,start_answer
544,2065,76,21,No.,a,THE WITNESS,start_question
545,2066,76,22,Who had that job?,q,MS. RIORDAN,start_answer
546,2067,76,23,"That was Allen or Sonny.  If you went on the road and a restaurant was closing down, Allen would go out and purchase the equipment. Other than that, it would be Sonny.",a,THE WITNESS,start_question
547,2072,77,3,"Got it.  So Mr. Seidman had a deposition like you're having now, and a lot of the same people were present then as they are today.  He had told us about -- and we had talked about kind of asbestos cement that was used throughout the time of Seidman Brothers, and he recalled Johns-Manville as a manufacturer. Are you familiar during your time of Johns-Manville cement being used?",q,MS. RIORDAN,start_answer
548,2082,77,13,"I do remember that name.  I can't recall if it was in the bag.  I just cut the bag open and threw the bag out, but I do recall that name.",a,THE WITNESS,start_question
549,2086,77,17,How about Thermobestos being a product name that Johns-Manville manufactured?,q,MS. RIORDAN,start_answer
550,2088,77,19,I can't remember that right now.,a,THE WITNESS,start_question
551,2089,77,20,All right.  How about any asbestos cement manufactured by Philip Carey?,q,MS. RIORDAN,start_answer
552,2091,77,22,"Can't recall that right now, no.",a,THE WITNESS,start_question
553,2092,77,23,"How about a product, again, we're just talking asbestos cement, 7M90, does that sound like anything you ever worked with or around?",q,MS. RIORDAN,start_answer
554,2096,78,2,"To tell you the truth, I remember the bag was white and there was red lettering, and I don't know if it was a series of numbers or letters, but it didn't go anywhere bigger than five, so I don't recall.",a,THE WITNESS,start_question
555,2101,78,7,"Fair enough.  So I brought with me, and they're black and white, so something being red may not exactly show up in my series of photographs here. There are a series of photographs of different insulation products, cements and other things that could be used perhaps in your industry.  So I brought a copy for Stephen.  I brought a copy for you to look at. What I'm going to ask you to do is just flip through each page to yourself and look through.  As you're doing it, I have a pen.  If you remember using or working around a particular product here and you believe Mr. Seidman may have worked with or around that product as well, I want you to circle the product. And then once you're done looking through and made any notations, we can talk about any product that you kind of circled. Okay?",q,MS. RIORDAN,start_answer
556,2123,79,4,Okay.,a,THE WITNESS,is brackets
557,2124,79,5,"(Off the record, 11:48 a.m.)",brackets,,is brackets
558,2125,79,6,"(Exhibit 1, Photocopies of photographs consisting of 12 pages, so marked.)",brackets,,is brackets
559,2128,79,9,"(Back on the record, 11:54 a.m.)",brackets,,start_question
560,2129,79,10,"So Mr. Finn, I appreciate you taking the time to look through what has now been marked Exhibit 1. Exhibit 1 consists of approximately 12 pages of various photographs of different insulation cement materials.  You were asked to look through Exhibit 1 and circle any item that you recall working with or around. And after having the opportunity to review Exhibit 1, you have circled on page 11 of the document a bag -- a photograph of a JM asbestos 7M13?",q,MS. RIORDAN,start_answer
561,2141,79,22,Yes.,a,THE WITNESS,start_question
562,2142,79,23,So you recall using that product yourself?,q,MS. RIORDAN,start_answer
563,2145,80,1,"I can't really recall it, but I can remember the packaging.  I know it was a white bag with a few letters or a few numbers, but this seems to be familiar to me.",a,THE WITNESS,start_question
564,2149,80,5,It's definitely looking familiar to you?,q,MS. RIORDAN,start_answer
565,2151,80,7,"Yes, it is.  The rest of the bags are all dark.  I remember a white bag with red lettering, and this seems to be familiar to me. I can't be quite sure.",a,THE WITNESS,start_question
566,2155,80,11,"All right.  And again, this would have been -- assuming it is the same bag that was used by Seidman Brothers, a product that Mr. Seidman would have worked with himself or been around while someone was using it?",q,MS. RIORDAN,start_answer
567,2160,80,16,Yes.,a,THE WITNESS,start_question
568,2161,80,17,"Okay.  So quickly now, I'm going to just go through a few more names of insulation cements that may not have been covered in Exhibit 1 and just yes or no if you remember it as a product that was used by or around Mr. Seidman.  So A.P. Green insulating cement?",q,MS. RIORDAN,start_answer
569,2167,80,23,No.,a,THE WITNESS,start_question
570,2168,80,24,Hearth Glow firebrick?,q,MS. RIORDAN,start_answer
571,2170,81,1,No.,a,THE WITNESS,start_question
572,2171,81,2,Armatemp cement?,q,MS. RIORDAN,start_answer
573,2172,81,3,No.,a,THE WITNESS,start_question
574,2173,81,4,"And there's various numbers to it, so no matter what number, you don't recall it?",q,MS. RIORDAN,start_answer
575,2175,81,6,"I didn't do the ordering, so I wouldn't know what they bought.  I only took the bags and I cut them open and emptied the insulation in and threw the bag out.",a,THE WITNESS,start_question
576,2179,81,10,"And this, again, we're almost done, but sometimes a name might trigger a memory --",q,MS. RIORDAN,start_answer
577,2181,81,12,Yes.,a,THE WITNESS,start_question
578,2182,81,13,-- of something you used.  So Atlas insulating cement?,q,MS. RIORDAN,start_answer
579,2184,81,15,No.,a,THE WITNESS,start_question
580,2185,81,16,Careytemp insulating cement?,q,MS. RIORDAN,start_answer
581,2186,81,17,No.,a,THE WITNESS,start_question
582,2187,81,18,Fibreboard insulating cement?,q,MS. RIORDAN,start_answer
583,2188,81,19,No.,a,THE WITNESS,start_question
584,2189,81,20,Ruberoid insulating cement?,q,MS. RIORDAN,start_answer
585,2190,81,21,No.,a,THE WITNESS,start_question
586,2191,81,22,Vermont Asbestos 7M insulating cement?,q,MS. RIORDAN,start_answer
587,2192,81,23,That seems kind of familiar.,a,THE WITNESS,start_question
588,2193,81,24,Okay.  What part of it?,q,MS. RIORDAN,start_answer
589,2195,82,1,The Vermont.,a,THE WITNESS,start_question
590,2196,82,2,Okay.  So that may have been one of the bags of cement used with or around by Mr. Seidman?,q,MS. RIORDAN,start_answer
591,2199,82,5,"Can't say for sure, but I remember that name Vermont, and I remember saying that it came from Vermont.  I'm not too sure.",a,THE WITNESS,start_question
592,2202,82,8,Okay.  It's definitely triggering something?,q,MS. RIORDAN,start_answer
593,2204,82,10,"It's triggering something, yes.",a,THE WITNESS,start_question
594,2205,82,11,"Okay.  Got you.  I think we're done there. One more type of work I want to cover with you is just automotive, so whether it be a car or a truck.  I know that even just from seeing it myself, there's a Seidman Brothers truck.  There's different vehicles that maybe have been associated with Seidman Brothers. So did you ever see Mr. Seidman do any work in connection with a car or truck?",q,MS. RIORDAN,start_answer
595,2215,82,21,Yes.,a,THE WITNESS,start_question
596,2216,82,22,"Okay.  And which one would it be, a car or a truck?",q,MS. RIORDAN,start_answer
